# r  g_300K  g_600K  g_900K
7.43 1.00658 1.01 1.00914
7.45 0.980548 0.997968 1.00212
7.47 0.993014 1.01804 1.02112
7.49 0.976828 0.991232 1.00567
7.51 1.00733 0.997466 0.970887
7.53 0.958862 0.995931 1.00131
7.55 0.940989 0.983489 0.970843
7.57 0.942929 0.979778 0.976674
7.59 0.953368 0.995985 0.992844
7.61 0.9579 0.989392 0.967548
7.63 0.956099 0.956565 0.982137
7.65 0.993226 0.971643 0.953646
7.67 0.976593 0.973393 0.966514
7.69 0.986347 0.972076 0.979513
7.71 1.0126 0.977237 0.971156
7.73 0.984828 0.994799 0.973653
7.75 0.998639 0.983489 0.969867
7.77 0.988179 1.00477 0.963055
7.79 1.00501 0.996534 0.97318
7.81 0.982911 0.97568 0.966885
7.83 0.982718 0.963282 0.973025
7.85 0.974276 0.989204 1.00426
7.87 0.969014 0.993618 0.986883
7.89 0.975701 0.985955 0.96757
7.91 0.981692 0.979454 0.96926
7.93 0.970115 0.966064 0.988244
7.95 0.989797 0.963009 0.970864
7.97 0.967383 0.976937 0.994713
7.99 0.991641 0.961655 0.950872
