# r  g_300K  g_600K  g_900K
6.99 1.0997 1.06739 1.06046
7.01 1.09642 1.07937 1.07485
7.03 1.10995 1.08422 1.07752
7.05 1.09153 1.0718 1.06338
7.07 1.0639 1.09028 1.04558
7.09 1.03716 1.02314 1.03996
7.11 1.05035 1.00276 1.0644
7.13 1.0608 1.05077 1.05301
7.15 1.02243 1.02919 1.03935
7.17 0.987802 1.02778 1.01593
7.19 0.968146 1.04698 1.02561
7.21 1.00918 1.01521 1.04623
7.23 1.03384 1.02691 1.06882
7.25 1.02906 1.03317 1.0247
7.27 1.04372 1.02868 0.99659
7.29 1.0463 1.0308 1.03139
7.31 1.06618 1.01368 1.01227
7.33 1.034 1.0372 1.01408
7.35 1.03412 1.03407 1.03131
7.37 1.06237 1.01253 1.00771
7.39 1.00949 1.02834 1.01347
7.41 1.01442 1.02844 1.03799
7.43 1.03261 1.00688 1.04862
7.45 1.00273 0.98848 1.0067
7.47 0.988894 0.986661 0.99389
7.49 0.97113 0.999586 1.01596
7.51 0.954683 0.973895 0.990737
7.53 0.926061 0.964623 0.974909
7.55 0.944637 0.998329 0.981263
7.57 0.933943 0.951026 0.984561
7.59 0.914328 0.967978 0.964125
7.61 0.917677 0.961508 0.967133
7.63 0.98003 0.982711 0.948979
7.65 0.96434 0.947532 0.987979
7.67 1.00855 0.992466 0.95059
7.69 1.00113 0.986284 0.978267
7.71 1.00826 0.987802 0.980946
7.73 0.990797 1.00021 1.00249
7.75 1.04854 1.03969 1.00645
7.77 1.05209 1.00361 1.02831
7.79 1.05174 1.02003 0.979483
7.81 1.00554 1.0226 1.00927
7.83 1.01717 1.00004 1.01225
7.85 1.00987 1.01066 0.998793
7.87 1.00869 1.00634 1.02654
7.89 1.01638 1.01865 0.993946
7.91 1.02065 1.01899 1.00584
7.93 0.99658 1.00158 0.992701
7.95 0.994653 1.02296 0.981451
7.97 0.990484 1.02897 1.00093
7.99 0.944969 1.00742 1.00136
