# r  g_300K  g_600K  g_900K
6.89 1.06036 1.00891 0.990431
6.91 1.01959 1.00078 1.01616
6.93 1.01765 0.977322 0.989446
6.95 1.01229 0.958728 0.969545
6.97 0.95555 1.00122 0.945006
6.99 0.964472 0.975331 0.95887
7.01 0.948699 0.940431 0.980797
7.03 0.912005 0.959224 0.973058
7.05 0.916422 0.959868 0.975712
7.07 0.919982 0.951192 0.999447
7.09 0.953247 0.95201 0.958007
7.11 0.952296 0.982286 0.960375
7.13 0.956321 0.968336 0.989072
7.15 0.98387 0.974399 0.968051
7.17 1.01519 1.00373 0.995968
7.19 1.03155 0.979288 0.970247
7.21 1.02305 0.986961 0.964032
7.23 1.03255 1.01727 0.986679
7.25 1.03997 1.00303 1.01693
7.27 1.00125 0.998287 0.988337
7.29 0.993482 1.00709 1.00287
7.31 0.994 0.997328 0.986548
7.33 1.01716 1.0277 1.00215
7.35 1.03246 1.02035 1.02697
7.37 1.0239 1.01554 1.03671
7.39 1.02516 1.00059 1.00677
7.41 1.00402 1.03057 1.01949
7.43 1.02684 1.03684 0.995779
7.45 1.02918 1.06043 1.0095
7.47 1.03319 1.00913 1.03506
7.49 1.02935 1.02672 1.04704
7.51 1.01119 1.04232 1.03263
7.53 1.02285 0.99634 1.02379
7.55 0.997487 1.02457 1.02736
7.57 0.998019 1.01243 0.996656
7.59 1.01138 1.03226 1.02913
7.61 1.00673 0.997678 1.00988
7.63 1.00961 0.997243 0.988898
7.65 1.01544 0.974894 1.01854
7.67 0.982482 0.996375 0.991147
7.69 0.973135 1.0363 1.0341
7.71 1.00836 0.977315 1.01048
7.73 1.02198 1.01868 1.00497
7.75 1.04557 1.03047 1.05291
7.77 1.0505 1.01302 1.01775
7.79 1.01088 1.01183 1.01079
7.81 1.04605 1.01933 0.991935
7.83 1.0144 1.01656 0.996752
7.85 1.01975 1.00964 1.00629
7.87 1.02204 1.02665 0.971701
7.89 1.01985 1.01206 0.991822
7.91 1.01155 1.02481 0.98897
7.93 1.00307 1.03194 1.03315
7.95 1.02627 1.01346 1.02606
7.97 1.02801 1.00608 0.998393
7.99 1.0129 1.01612 1.00845
