# r  g_300K  g_600K  g_900K
4.19 1.16824 1.097 1.05714
4.21 1.10955 1.07204 1.0926
4.23 1.09734 1.09222 1.04605
4.25 1.08333 1.09635 1.07289
4.27 1.07118 1.06084 1.0333
4.29 1.00979 1.05361 1.06336
4.31 0.952933 1.03579 1.04149
4.33 0.971894 1.03246 1.01184
4.35 0.963288 0.987868 0.984137
4.37 0.946542 0.988491 0.969304
4.39 0.978227 0.949849 0.965347
4.41 0.974391 0.934277 0.982465
4.43 0.96029 0.998355 0.988777
4.45 0.980105 0.967606 0.970202
4.47 0.964922 0.976247 0.959584
4.49 0.966703 0.955654 0.945853
4.51 0.998707 0.975984 0.970718
4.53 0.983952 0.94934 0.955186
4.55 0.989799 0.958862 0.96477
4.57 0.934585 0.957889 0.968745
4.59 0.919771 0.944282 0.938401
4.61 0.907788 0.925154 0.948217
4.63 0.864589 0.95248 0.981146
4.65 0.947105 0.929155 0.954946
4.67 0.951036 0.947271 0.949134
4.69 0.971337 0.945346 0.95876
4.71 1.00005 0.959047 0.962062
4.73 0.998666 0.979553 0.958631
4.75 1.04316 0.95908 0.980899
4.77 1.02395 0.985492 0.937195
4.79 0.967735 0.974585 0.980207
4.81 0.950441 0.986141 0.967231
4.83 0.922135 0.969251 0.942785
4.85 0.913723 0.966607 0.93608
4.87 0.940035 0.946649 0.946721
4.89 0.925963 0.935059 0.924953
4.91 0.891833 0.950513 0.903803
4.93 0.883586 0.907045 0.911527
4.95 0.919641 0.902261 0.914778
4.97 0.925377 0.94135 0.91399
4.99 0.896332 0.922945 0.911883
5.01 0.914559 0.900942 0.91572
5.03 0.895477 0.899824 0.909655
5.05 0.907766 0.895132 0.925088
5.07 0.896125 0.90511 0.887759
5.09 0.901101 0.916553 0.906374
5.11 0.900889 0.898567 0.903747
5.13 0.86505 0.875643 0.908704
5.15 0.880707 0.879038 0.909647
5.17 0.866796 0.922771 0.905152
5.19 0.925567 0.924648 0.904589
5.21 0.894808 0.911183 0.904506
5.23 0.940727 0.895205 0.940436
5.25 0.912508 0.906288 0.914694
5.27 0.961946 0.910298 0.962374
5.29 0.966881 0.897027 0.965491
5.31 0.953999 0.970695 0.935862
5.33 0.994655 0.973168 0.951584
5.35 0.971209 0.954128 0.937508
5.37 0.958672 0.96861 0.96939
5.39 0.960215 0.986462 0.954157
5.41 0.958353 0.996643 0.961898
5.43 0.982837 0.968594 0.996007
5.45 0.984472 0.938893 0.991055
5.47 0.975029 0.990983 0.984256
5.49 1.0083 1.00878 0.984065
5.51 1.00142 0.984372 1.00139
5.53 1.00043 0.98671 1.00372
5.55 1.00211 0.995329 0.96634
5.57 1.01188 0.990263 1.00475
5.59 1.02384 1.01418 0.958906
5.61 0.991473 1.01832 1.01901
5.63 1.00877 1.01479 1.03499
5.65 1.04169 1.01629 1.01627
5.67 1.03244 1.01853 1.00816
5.69 1.00193 0.989694 1.00885
5.71 1.04166 1.02152 1.04448
5.73 1.00982 1.01307 1.03704
5.75 1.0379 1.00006 1.03484
5.77 1.03001 1.03669 1.00963
5.79 1.00923 1.00722 1.01799
5.81 1.02184 1.03411 1.03155
5.83 1.02875 1.03049 1.00703
5.85 1.02313 1.02632 1.00428
5.87 1.01971 1.03043 1.03214
5.89 1.03292 1.01972 1.03769
5.91 1.02821 1.04123 1.02425
5.93 1.03119 1.00784 1.02465
5.95 1.0455 1.02922 1.01254
5.97 1.02666 1.01665 0.998782
5.99 1.01676 1.02354 1.02612
6.01 1.03217 1.02649 0.972441
6.03 0.99607 1.01664 1.01368
6.05 1.00019 0.981195 1.02855
6.07 1.0034 1.01966 1.01339
6.09 1.0087 1.0087 0.998706
6.11 0.98083 0.999789 1.00629
6.13 0.985491 1.01637 0.987899
6.15 0.992525 0.968127 0.987379
6.17 0.996194 1.00314 0.990062
6.19 1.00415 0.976197 0.994521
6.21 1.00941 0.993236 0.987332
6.23 1.02657 1.00321 1.00414
6.25 1.02819 1.02273 1.00058
6.27 1.00137 1.03873 1.00634
6.29 1.02335 1.00007 1.02564
6.31 0.995028 1.02039 1.02804
6.33 0.995316 1.01335 0.983175
6.35 0.989363 1.0016 1.00252
6.37 0.992942 1.01532 1.01821
6.39 1.00323 1.01481 1.01639
6.41 0.993098 0.980217 1.01654
6.43 0.986021 1.00741 1.00065
6.45 1.01625 0.998476 0.981211
6.47 0.984554 1.0054 1.00744
6.49 0.971107 0.994573 1.01717
6.51 0.999024 1.03174 1.01934
6.53 0.99995 1.00626 1.00837
6.55 0.990144 1.01345 1.00708
6.57 1.03188 0.997907 0.993549
6.59 0.994389 1.01569 1.00775
6.61 1.00599 1.02239 1.0097
6.63 1.01493 0.983674 1.01782
6.65 1.03057 1.00664 1.00761
6.67 1.01601 1.02071 1.02622
6.69 1.01212 1.01847 0.997466
6.71 1.01657 1.0283 1.00441
6.73 0.999858 1.00657 1.00088
6.75 1.0141 1.00139 1.01764
6.77 1.0105 0.981878 0.993698
6.79 0.999371 1.01087 1.01379
6.81 0.982713 0.976795 0.986979
6.83 0.985882 0.99788 0.987044
6.85 1.00397 1.01018 0.990502
6.87 0.965888 1.00431 0.973751
6.89 0.951136 0.964977 0.991639
6.91 0.965898 0.983944 0.986169
6.93 0.95238 0.964927 0.988705
6.95 0.971868 0.972879 0.9883
6.97 0.961147 0.976834 0.993806
6.99 1.01396 0.987678 0.982415
7.01 0.989529 0.981538 1.00272
7.03 1.02051 1.00468 1.00476
7.05 1.03088 1.00947 0.99697
7.07 1.02199 1.0223 1.00434
7.09 1.02145 1.00377 1.00317
7.11 1.01537 0.991893 1.00623
7.13 1.03408 1.00649 0.998497
7.15 1.03693 1.00398 0.994733
7.17 1.01031 1.01228 1.02191
7.19 1.03335 1.00978 1.00626
7.21 1.03196 1.02057 1.01298
7.23 1.01656 0.99919 0.982905
7.25 1.01236 1.01235 1.00013
7.27 1.00111 1.01322 0.995211
7.29 1.00232 0.981021 1.02079
7.31 0.99992 1.00946 0.984368
7.33 0.986612 1.00623 1.01157
7.35 0.998911 1.0164 0.982187
7.37 0.963786 0.981283 0.987004
7.39 0.968759 0.980508 1.01673
7.41 0.979216 0.981142 0.984907
7.43 0.969434 0.984291 1.00343
7.45 0.980095 0.990509 0.976556
7.47 0.981559 0.982941 0.990323
7.49 0.977514 0.955356 0.963488
7.51 0.972434 0.971678 0.970125
7.53 0.960675 0.965648 0.977629
7.55 0.956769 0.964101 0.966835
7.57 0.968285 0.969972 0.981795
7.59 0.948973 0.957842 0.96359
7.61 0.952629 0.977066 0.947692
7.63 0.969999 0.971808 0.979463
7.65 0.954669 0.962862 0.968607
7.67 0.983702 0.986219 0.976712
7.69 0.978414 0.969415 0.99322
7.71 0.981553 0.990357 0.975854
7.73 0.99052 0.968019 0.991698
7.75 0.987952 0.98242 0.98018
7.77 1.01071 1.01177 1.0055
7.79 0.997594 0.993691 1.01692
7.81 0.992192 0.997665 0.989553
7.83 1.00038 1.01945 0.996863
7.85 1.0194 1.02076 1.01432
7.87 1.03102 1.02112 1.01441
7.89 1.02795 1.00002 0.999503
7.91 1.02393 1.01992 1.01434
7.93 1.04114 1.03261 1.02768
7.95 1.04963 1.02128 1.01787
7.97 1.04582 1.02548 1.03399
7.99 1.06598 1.03546 1.03153
