# r  g_300K  g_600K  g_900K
7.53 0.966643 0.982927 0.99689
7.55 0.949434 1.01526 0.992873
7.57 0.945675 0.977103 0.9969
7.59 0.943513 0.996413 1.00641
7.61 0.961052 0.99294 0.95951
7.63 0.932721 0.942618 0.994899
7.65 0.979229 0.981104 0.957379
7.67 0.968289 0.979711 0.941512
7.69 1.01041 0.973929 0.959263
7.71 1.01128 0.984577 0.951214
7.73 0.986995 0.975545 0.981933
7.75 0.986644 0.986702 0.967428
7.77 0.989116 0.988852 0.966656
7.79 1.01657 1.01322 0.956568
7.81 0.956411 0.980164 0.985129
7.83 0.977562 0.971598 0.970463
7.85 0.953492 0.995709 0.9784
7.87 0.9913 0.998233 1.00117
7.89 0.999719 0.998226 0.972228
7.91 0.984527 0.960219 0.965223
7.93 0.975236 0.970425 0.992017
7.95 0.982655 0.952894 0.990195
7.97 0.972893 0.955598 0.969642
7.99 1.0069 0.966451 0.951828
