# r  g_300K  g_600K  g_900K
4.33 0.970214 1.16913 1.02916
4.35 1.08708 1.13102 1.12892
4.37 1.07706 1.32679 1.09138
4.39 1.15566 0.950394 1.18896
4.41 0.952764 0.98597 1.02687
4.43 1.11755 1.20428 1.1416
4.45 1.19327 1.03783 1.20884
4.47 1.16571 1.20784 1.02607
4.49 1.05409 1.25703 1.05109
4.51 1.10313 1.19524 1.01706
4.53 1.23455 1.12628 1.17455
4.55 1.13329 1.18262 1.17371
4.57 1.24522 1.2547 1.2047
4.59 1.15397 1.21908 1.00607
4.61 1.06418 1.11166 1.25627
4.63 1.15023 1.16619 1.1657
4.65 1.2662 1.10058 1.3387
4.67 1.1068 1.12275 0.994931
4.69 1.11299 0.996307 1.18227
4.71 1.18779 1.14196 1.09515
4.73 1.20044 1.16335 1.1779
4.75 1.25838 1.33558 1.22227
4.77 1.15073 1.30203 1.25686
4.79 1.2671 1.19369 0.991056
4.81 1.25666 1.24369 1.08675
4.83 1.32623 1.13755 1.15223
4.85 1.31554 1.27391 1.17917
4.87 1.38322 1.30685 1.28516
4.89 1.12329 1.1382 1.33995
4.91 1.31168 1.17839 1.34312
4.93 1.20335 1.18357 1.17676
4.95 1.10318 1.18763 1.20899
4.97 1.24566 1.28859 1.50672
4.99 1.22905 1.2794 1.28031
5.01 1.13112 1.15955 1.04287
5.03 1.16917 1.03517 1.20532
5.05 1.02661 1.08794 1.13471
5.07 1.31627 0.919279 0.952031
5.09 1.08271 1.11026 1.11075
5.11 1.08074 1.08203 1.03551
5.13 0.885067 1.11225 1.0604
5.15 0.987181 1.11668 0.863857
5.17 0.985864 1.07624 0.986025
5.19 0.864495 1.01049 0.934039
5.21 0.927099 0.882831 1.09176
5.23 1.10626 1.15809 1.03934
5.25 0.857399 0.845019 1.02522
5.27 0.826372 0.838388 0.800251
5.29 0.862762 0.936354 0.960448
5.31 0.795824 0.947175 0.867819
5.33 0.82588 0.783498 0.843121
5.35 0.843579 0.849284 0.963236
5.37 0.801774 0.724472 0.842511
5.39 0.959731 0.848826 0.913434
5.41 0.94688 0.848255 0.994312
5.43 0.789908 0.882744 1.01633
5.45 0.973145 0.985741 0.858216
5.47 0.914873 1.00104 0.979006
5.49 0.8629 0.880458 0.903279
5.51 0.963215 1.00959 0.924839
5.53 0.956209 0.789486 0.861831
5.55 1.00444 0.878298 0.995815
5.57 0.904091 0.827745 0.971444
5.59 0.903231 0.903736 0.93146
5.61 0.885907 0.930398 0.892181
5.63 0.863569 0.847946 0.869845
5.65 0.782899 0.954656 1.0524
5.67 0.840835 0.958583 0.878628
5.69 0.939903 0.86716 0.941968
5.71 0.886236 0.86639 0.876839
5.73 0.854407 0.907234 0.928276
5.75 0.884494 0.942558 0.838568
5.77 0.7098 0.900125 0.879597
5.79 0.922975 0.883551 0.888993
5.81 0.926755 0.882415 0.903281
5.83 0.92544 0.886757 0.790431
5.85 0.864379 0.890473 0.936133
5.87 0.967217 0.914246 0.940095
5.89 0.911463 0.967411 0.933358
5.91 1.04637 1.04923 0.912612
5.93 0.962071 0.88593 0.940487
5.95 0.801964 0.952805 0.885649
5.97 0.978017 0.91748 0.932248
5.99 1.05659 0.925415 0.994198
6.01 0.997679 1.01896 1.0301
6.03 0.972556 0.974475 0.956982
6.05 0.952194 0.930912 1.02116
6.07 1.1306 0.966697 1.05677
6.09 0.999271 1.07095 1.08718
6.11 1.1158 1.03661 0.992367
6.13 1.09926 1.02504 1.15554
6.15 1.16867 1.01415 0.97934
6.17 1.12108 1.03447 0.995331
6.19 0.998263 1.0724 1.07443
6.21 1.14628 1.13661 1.00971
6.23 1.11698 1.04995 1.0743
6.25 1.04883 1.10012 1.01439
6.27 0.981696 1.08869 1.02095
6.29 0.958213 1.09063 1.08002
6.31 0.935108 0.976361 1.14706
6.33 0.975722 1.04282 1.03175
6.35 1.0246 0.946854 0.943997
6.37 1.03493 0.987187 1.01067
6.39 0.907715 1.12786 1.09695
6.41 1.06755 1.04584 0.993623
6.43 0.953989 1.06419 0.966565
6.45 1.00115 1.11969 1.05177
6.47 1.10464 0.993583 1.111
6.49 1.03734 1.10564 0.969629
6.51 1.2155 0.97774 1.03239
6.53 1.02068 0.963681 1.0706
6.55 1.12951 1.01793 1.00766
6.57 1.16581 0.955525 1.10564
6.59 1.06083 1.26904 1.05509
6.61 1.0623 0.968034 1.00535
