# r  g_300K  g_600K  g_900K
4.19 1.17377 1.10794 1.04384
4.21 1.12884 1.06824 1.10671
4.23 1.10071 1.07631 1.05356
4.25 1.08105 1.09843 1.08662
4.27 1.09075 1.0525 1.04261
4.29 1.00767 1.02162 1.04726
4.31 0.9795 1.06083 1.03635
4.33 0.978141 0.998122 1.00813
4.35 0.983749 1.01401 0.983301
4.37 0.917646 0.992629 0.962256
4.39 0.956004 0.940477 0.982479
4.41 0.961505 0.934425 0.959986
4.43 0.95954 1.01089 0.976104
4.45 0.998209 0.968265 0.970414
4.47 0.928045 0.940263 0.982299
4.49 0.996034 0.971479 0.938604
4.51 1.00958 0.960498 0.961534
4.53 0.980799 0.97735 0.968373
4.55 0.955417 0.945435 0.959707
4.57 0.915445 0.950536 1.02474
4.59 0.938223 0.938776 0.921902
4.61 0.888352 0.913674 0.947558
4.63 0.874556 0.959318 0.983067
4.65 0.944679 0.966682 0.950444
4.67 0.964075 0.951191 0.948523
4.69 0.965199 0.972789 0.940939
4.71 1.04736 0.967257 0.983385
4.73 1.01054 0.994178 0.963144
4.75 1.02974 0.951636 0.987404
4.77 1.0164 0.961775 0.946438
4.79 0.958785 0.944778 0.992693
4.81 0.925944 0.983871 0.993402
4.83 0.920336 0.988627 0.923729
4.85 0.936164 0.963625 0.924921
4.87 0.914379 0.934287 0.949587
4.89 0.931469 0.949885 0.906739
4.91 0.90554 0.928681 0.904397
4.93 0.880907 0.935561 0.891034
4.95 0.922259 0.886615 0.934491
4.97 0.949358 0.947933 0.917633
4.99 0.884394 0.927767 0.911264
5.01 0.913235 0.889096 0.919999
5.03 0.865206 0.911605 0.899229
5.05 0.924644 0.905343 0.92873
5.07 0.901535 0.927861 0.888952
5.09 0.91244 0.883665 0.904985
5.11 0.899856 0.910219 0.900199
5.13 0.839553 0.880171 0.919434
5.15 0.885926 0.860935 0.912821
5.17 0.865167 0.933021 0.874397
5.19 0.916446 0.911945 0.911376
5.21 0.907196 0.896039 0.913865
5.23 0.96515 0.896291 0.946369
5.25 0.912603 0.908287 0.930946
5.27 0.949292 0.88445 0.967045
5.29 0.961323 0.904142 0.977543
5.31 0.965636 0.981683 0.935803
5.33 0.976573 0.98153 0.937794
5.35 0.985239 0.956971 0.906501
5.37 0.941286 0.96872 0.978661
5.39 0.937217 0.981481 0.950915
5.41 0.953258 0.995269 0.951352
5.43 0.993024 0.978519 0.968984
5.45 0.991798 0.957555 0.982863
5.47 0.974118 0.98049 1.01025
5.49 1.00722 1.03194 0.98149
5.51 1.02483 0.981842 1.01313
5.53 1.00964 0.989313 1.00319
5.55 1.00736 0.984352 0.980506
5.57 1.02141 0.977404 0.992669
5.59 1.01337 1.02894 0.958003
5.61 1.01832 0.991238 1.01368
5.63 1.00166 1.01282 1.06817
5.65 1.04384 1.00299 1.01693
5.67 1.00586 1.02223 0.997257
5.69 1.00285 0.980715 1.00403
5.71 1.05068 1.0213 1.05052
5.73 1.02584 1.02153 1.04577
5.75 1.04623 1.00783 1.03551
5.77 1.03146 1.01762 1.0207
5.79 0.997179 0.995409 1.00788
5.81 1.0059 1.04517 1.0167
5.83 1.02165 1.02876 1.00736
5.85 1.01575 1.04114 1.01139
5.87 1.0175 1.04493 1.04855
5.89 1.04556 1.0166 1.0444
5.91 1.0141 1.03119 1.03193
5.93 1.03725 1.01061 1.01062
5.95 1.02083 1.02353 1.00944
5.97 1.04931 1.0259 1.00528
5.99 0.995192 1.02332 1.03657
6.01 1.03275 1.02352 0.964325
6.03 0.993588 1.01676 1.02607
6.05 1.01947 0.983392 1.01868
6.07 1.00721 1.00703 0.994243
6.09 1.01551 0.999795 0.989922
6.11 0.977398 1.00298 1.00266
6.13 0.997819 1.02918 0.996545
6.15 1.00499 0.989436 0.984935
6.17 0.994026 1.00584 0.986166
6.19 1.003 0.962374 0.974391
6.21 0.998092 0.99599 1.00946
6.23 1.0343 0.997629 0.981023
6.25 1.02469 1.0108 1.00555
6.27 1.00133 1.03478 1.00349
6.29 1.00806 1.00717 1.03033
6.31 0.976964 1.01234 1.0266
6.33 0.995017 0.99722 1.0009
6.35 0.993235 1.01636 1.00187
6.37 0.987896 1.0168 1.01811
6.39 1.01436 1.02446 1.02567
6.41 0.985253 0.967767 0.998547
6.43 0.976499 1.00763 1.00325
6.45 1.01835 1.01097 0.97312
6.47 0.992273 1.03156 0.971474
6.49 0.966511 0.968686 1.02388
6.51 1.00358 1.0297 1.03039
6.53 1.01374 1.02516 1.03297
6.55 0.986907 0.996346 1.01359
6.57 1.05124 1.00234 0.983009
6.59 1.00373 1.01629 0.991767
6.61 0.997325 1.02041 1.00908
6.63 1.01642 0.969644 1.01953
6.65 1.00681 1.00077 1.00756
6.67 1.01424 1.01411 1.03571
6.69 1.01678 1.01399 1.00221
6.71 1.03391 1.02162 1.00635
6.73 0.983293 1.01484 0.994456
6.75 1.04516 1.00398 1.02589
6.77 1.01568 0.973258 1.00901
6.79 0.981835 1.02048 1.02203
6.81 0.983849 0.98616 0.987451
6.83 0.978886 0.987856 0.982741
6.85 1.0023 1.01244 0.994573
6.87 0.959134 0.98837 0.980087
6.89 0.936632 0.985726 0.976465
6.91 0.958898 0.998784 0.978754
6.93 0.95853 0.974897 0.983377
6.95 0.959785 0.984019 0.966978
6.97 0.953267 0.982634 0.979893
6.99 1.04013 0.990608 0.997171
7.01 0.981723 0.990132 1.0019
7.03 1.05211 1.00974 1.00378
7.05 1.03384 0.995438 0.997898
7.07 1.01072 1.00703 0.996629
7.09 1.01123 1.00905 1.01065
7.11 1.00626 0.999045 0.999447
7.13 1.05138 0.995123 0.994283
7.15 1.02605 0.996834 1.0218
7.17 1.0128 1.0075 1.00434
7.19 1.04433 1.01317 1.02107
7.21 1.03093 1.01479 1.03155
7.23 1.00688 1.00634 0.959967
7.25 1.00681 1.0139 1.02216
7.27 0.990346 1.0104 1.00136
7.29 1.00955 0.988759 1.02821
7.31 1.01617 1.00685 0.972761
7.33 0.991637 1.00593 1.00797
7.35 0.99957 1.01965 0.978858
7.37 0.968759 0.971226 0.986731
7.39 0.953212 0.979947 1.01344
7.41 0.984068 0.971532 0.975542
7.43 0.952082 1.00646 1.00585
7.45 0.980474 0.982663 0.978426
7.47 0.968843 0.979908 0.983877
7.49 0.98672 0.957364 0.960999
7.51 0.97128 0.969599 0.967351
7.53 0.976896 0.970174 0.98681
7.55 0.946465 0.951274 0.969469
7.57 0.96578 0.957393 1.00039
7.59 0.960309 0.962694 0.963996
7.61 0.956453 0.967824 0.95912
7.63 0.972885 0.98228 0.966602
7.65 0.932921 0.966837 0.982958
7.67 0.975183 0.990682 0.953011
7.69 0.987788 0.966152 1.00148
7.71 0.9861 0.992087 0.966747
7.73 0.987023 0.963905 0.991721
7.75 0.995331 0.983279 0.982186
7.77 1.0311 1.01328 1.01153
7.79 0.996987 0.988577 1.01237
7.81 0.987748 0.989399 0.989276
7.83 0.998156 1.02777 0.987664
7.85 1.01413 1.02388 0.998318
7.87 1.01399 1.00574 1.01846
7.89 1.03777 1.00341 1.00799
7.91 1.04037 1.03568 1.00983
7.93 1.03512 1.04351 1.0192
7.95 1.05308 1.00973 1.01297
7.97 1.04233 1.02586 1.04224
7.99 1.07602 1.02971 1.0311
