# r  g_300K  g_600K  g_900K
4.33 0.927388 0.920184 0.922898
4.35 0.957204 0.936572 0.893456
4.37 0.915867 0.914333 0.939095
4.39 0.950628 0.923702 0.934502
4.41 0.951303 0.889807 0.928653
4.43 0.945468 0.929624 0.978037
4.45 0.898958 0.945171 0.967936
4.47 0.933733 0.939153 0.873887
4.49 0.928125 0.971274 0.905058
4.51 0.97212 0.944608 0.995477
4.53 1.03954 0.925973 0.945787
4.55 0.926245 0.910342 0.925843
4.57 0.885873 0.89724 0.95542
4.59 0.884455 0.879692 0.925986
4.61 0.877999 0.86961 0.919431
4.63 0.886092 0.898726 0.924947
4.65 0.915661 0.916341 0.919385
4.67 0.879299 0.880921 0.881323
4.69 0.910753 0.881902 0.906094
4.71 0.922968 0.942592 0.925603
4.73 0.891983 0.882159 0.910674
4.75 0.877493 0.887493 0.875184
4.77 0.898671 0.869637 0.865493
4.79 0.874233 0.874866 0.845809
4.81 0.81989 0.882421 0.885293
4.83 0.854289 0.927681 0.84406
4.85 0.885882 0.850162 0.934547
4.87 0.845816 0.971023 0.863665
4.89 0.873598 0.940038 0.878547
4.91 0.936404 0.883681 0.916186
4.93 0.875514 0.934701 0.961603
4.95 0.935172 0.919521 0.922834
4.97 0.869965 0.98415 0.911331
4.99 0.95144 1.01601 0.924044
5.01 0.965555 0.937425 0.964698
5.03 0.985655 0.900946 0.912535
5.05 0.961592 0.990102 0.960972
5.07 1.06203 1.00984 0.992274
5.09 1.06267 0.96351 0.971173
5.11 0.998736 0.974994 1.00889
5.13 1.0551 1.01614 1.02716
5.15 1.02931 1.03583 1.01915
5.17 1.04756 1.01319 1.09487
5.19 1.11176 1.02284 1.01322
5.21 1.07647 1.05446 1.08188
5.23 1.07017 1.0894 0.993188
5.25 1.07608 1.09643 1.07808
5.27 1.05204 1.02688 0.976122
5.29 1.05336 1.06197 1.00899
5.31 0.985629 1.02241 0.941056
5.33 1.00938 1.04799 1.03384
5.35 1.04807 1.03198 1.00885
5.37 0.984529 1.00709 1.03306
5.39 1.01021 0.969029 1.03265
5.41 0.986831 1.01987 1.08241
5.43 1.00508 1.03472 1.02016
5.45 0.935637 0.962838 1.03661
5.47 0.895896 0.976795 0.97112
5.49 0.93676 0.989489 0.991841
5.51 0.906075 1.01687 0.956115
5.53 0.959756 0.924906 0.901146
5.55 0.967971 0.911475 1.00566
5.57 0.934277 0.95373 1.01536
5.59 0.962466 1.00466 0.945047
5.61 1.01335 0.962609 1.00086
5.63 1.02993 1.00532 1.00521
5.65 1.02667 0.980812 0.965427
5.67 1.0356 0.968336 1.01247
5.69 1.07161 1.02868 0.952584
5.71 1.03551 1.05905 1.00089
5.73 0.977722 1.08426 0.98975
5.75 1.04146 1.02955 1.03781
5.77 1.03354 1.04117 1.01805
5.79 1.05662 1.01438 1.0777
5.81 1.03701 1.01841 0.977571
5.83 1.03453 0.982859 1.03647
5.85 1.0305 0.976071 0.973448
5.87 0.994872 0.993795 0.953829
5.89 1.03903 0.966684 0.967203
5.91 1.00297 0.999844 1.00206
5.93 0.98514 0.979688 1.01245
5.95 0.947706 0.971763 0.993043
5.97 1.01273 0.958477 0.978954
5.99 0.940972 0.914282 0.981251
6.01 0.913831 0.96615 0.966745
6.03 0.952769 0.953329 0.979783
6.05 0.909538 0.92555 0.959052
6.07 0.959992 0.972575 0.977639
6.09 0.963363 0.958497 0.972755
6.11 0.972499 0.979567 0.960004
6.13 0.979246 0.909096 0.92704
6.15 0.947529 0.961307 1.00733
6.17 0.950191 0.944103 0.93448
6.19 0.92107 0.982435 0.977911
6.21 0.974338 0.991554 0.970291
6.23 0.98759 1.01361 0.951712
6.25 0.972557 1.00711 0.958576
6.27 0.945287 0.96886 1.00523
6.29 0.955 0.983023 0.925832
6.31 0.965176 0.994585 0.990622
6.33 0.976631 1.03077 0.973843
6.35 1.00201 1.00291 1.0159
6.37 1.06929 1.00041 1.03481
6.39 1.02189 1.01844 1.00524
6.41 1.04081 1.05926 0.964503
6.43 1.03999 0.9851 0.989017
6.45 1.03667 0.968173 0.953711
6.47 1.02782 0.989846 1.00946
6.49 1.04181 1.06866 1.02182
6.51 1.00297 0.942516 1.00205
6.53 0.995018 0.994806 1.01007
6.55 0.988936 0.997405 1.02097
6.57 0.916189 1.03247 1.00628
6.59 0.970429 1.00036 1.0026
6.61 0.950285 0.943386 0.999728
6.63 0.943924 0.986032 0.995922
6.65 0.979376 0.947673 1.0172
6.67 0.961217 0.974722 0.99123
6.69 0.961897 0.965445 1.01164
6.71 0.936003 0.970104 0.983495
6.73 1.00895 1.01575 0.94622
6.75 1.00582 0.965577 0.977036
6.77 0.991448 1.00312 1.00172
6.79 0.969814 1.0018 0.964942
6.81 0.988705 0.997079 0.963147
6.83 1.00515 1.0159 0.986933
6.85 1.04137 1.0151 1.00469
6.87 1.02592 1.06175 0.991082
6.89 1.05883 0.981206 0.988062
6.91 1.0266 0.962308 1.01867
6.93 1.03209 0.952008 0.962574
6.95 1.00679 0.965507 0.960803
6.97 0.954044 1.01745 0.961884
6.99 0.971945 0.960805 0.939265
7.01 0.925714 0.950528 0.991923
7.03 0.887908 0.940522 0.967209
7.05 0.915233 0.988216 0.959123
7.07 0.932397 0.975778 1.00792
7.09 0.967451 0.967763 0.974936
7.11 0.965034 0.966484 0.973733
7.13 0.942281 0.964611 0.987498
7.15 0.993891 0.988311 0.957232
7.17 1.02371 0.992989 1.01121
7.19 1.03455 0.998589 0.966887
7.21 1.02632 0.98245 0.989253
7.23 1.032 1.03917 0.96779
7.25 1.00415 0.995608 1.01644
7.27 1.01049 0.968952 0.970171
7.29 1.00101 1.00047 0.992589
7.31 0.980465 0.993453 0.984667
7.33 1.04178 1.01881 1.00424
7.35 1.01066 0.989468 1.01478
7.37 1.02045 1.02599 1.03451
7.39 1.01969 1.01863 0.98167
7.41 0.986824 1.02536 1.04832
7.43 1.03274 1.05438 0.987462
7.45 1.03791 1.07909 1.01051
7.47 1.05333 1.01565 1.02959
7.49 1.02043 0.994717 1.04097
7.51 1.00627 1.03167 1.0415
7.53 1.00225 1.01513 1.04656
7.55 1.01838 1.04194 1.02393
7.57 0.984501 1.00993 1.00894
7.59 1.00499 1.04266 1.02098
7.61 1.02475 0.991272 1.01531
7.63 1.00867 1.01031 0.994991
7.65 1.02027 0.95714 1.01264
7.67 1.00309 1.00773 0.977953
7.69 0.942548 1.01486 1.0284
7.71 1.0372 0.989452 1.02896
7.73 1.00496 0.986008 1.03979
7.75 1.0434 1.01006 1.04315
7.77 1.07113 1.03259 1.0012
7.79 1.0139 1.02521 1.00267
7.81 1.05422 1.02892 0.972385
7.83 0.987495 1.0135 0.993716
7.85 1.02793 0.99773 1.00194
7.87 1.00343 1.01745 0.981916
7.89 1.0138 1.00398 0.993531
7.91 1.01121 1.03437 0.999429
7.93 1.00894 1.02543 1.02686
7.95 1.033 1.00869 1.01299
7.97 0.992309 1.00286 0.989365
7.99 1.00885 1.01755 1.00157
