# r  g_300K  g_600K  g_900K
5.85 1.05236 1.0426 1.03512
5.87 1.02251 1.01824 1.02927
5.89 1.06399 1.02839 1.02558
5.91 0.980734 1.0191 1.02767
5.93 0.954048 0.978762 1.04117
5.95 1.03932 1.00885 1.02295
5.97 1.0061 1.01327 1.01719
5.99 1.04183 1.04152 1.06563
6.01 1.02952 1.01608 1.0816
6.03 1.00554 1.01152 1.01232
6.05 0.995594 1.06513 1.05006
6.07 1.00396 1.0453 1.05709
6.09 0.995259 1.08937 1.01915
6.11 1.05786 1.04019 1.03473
6.13 1.04269 1.00608 1.02698
6.15 1.01836 1.07552 1.03926
6.17 1.07228 1.07477 1.09704
6.19 1.04606 0.976376 1.034
6.21 1.05753 1.05079 1.05097
6.23 1.1254 0.994232 1.08631
6.25 1.08809 1.06143 1.11366
6.27 1.08719 1.10682 1.0441
6.29 1.07227 1.07397 0.980658
6.31 1.10777 1.03256 1.02508
6.33 1.07347 0.980684 1.03916
6.35 1.03473 1.05962 1.00624
6.37 0.978071 1.04518 1.04574
6.39 0.967165 1.01842 0.997864
6.41 1.00026 1.0428 0.996204
6.43 0.968429 0.961012 0.965052
6.45 0.971921 1.02887 1.01141
6.47 0.961183 0.960537 0.950226
6.49 0.975719 0.972282 0.964118
6.51 0.947534 0.979268 0.988456
6.53 1.00507 0.973379 1.00914
6.55 0.953292 0.989464 0.960573
6.57 0.904958 0.946059 0.93529
6.59 0.923837 0.933064 0.945218
6.61 0.972804 0.912979 0.937691
6.63 0.94028 0.997058 0.92393
6.65 0.966441 0.949249 0.975556
6.67 0.990522 0.972793 0.959096
6.69 1.01957 0.951204 0.9677
6.71 0.930166 0.971721 0.998811
6.73 0.886626 0.95034 0.999882
6.75 1.00152 0.960132 0.950302
6.77 0.987932 1.0251 0.938049
6.79 0.977089 0.925875 1.02895
6.81 0.946862 0.961188 0.971498
6.83 0.986647 0.912514 0.985372
6.85 0.98001 0.952533 0.996425
6.87 0.947781 0.956255 0.98554
6.89 0.973688 0.940574 0.979858
6.91 1.00481 0.998801 0.96334
6.93 0.950108 0.994681 0.988473
6.95 0.978679 1.02725 0.981095
6.97 0.977136 0.957356 0.955086
6.99 0.957951 1.01054 0.95868
7.01 0.98031 1.0058 0.957002
7.03 0.996161 1.01429 0.974195
7.05 0.992061 0.992027 0.974235
7.07 0.989615 0.968961 0.986936
7.09 1.02523 0.983141 0.978156
7.11 1.03494 0.96043 0.999208
7.13 1.08146 1.0023 1.04126
7.15 1.06167 1.01826 1.01989
7.17 1.0002 1.03311 1.00975
7.19 0.981788 1.01538 1.00801
7.21 1.06519 1.03243 1.05109
7.23 1.00468 1.05402 1.02938
7.25 0.985724 1.01366 1.0025
7.27 1.02613 0.998391 1.03084
7.29 1.01388 1.00485 0.987193
7.31 0.971763 0.993398 0.964609
7.33 0.967231 1.02833 0.986731
7.35 0.974253 1.0103 0.971891
